source,#,bodyAR,bodyDV,takhrij
سنن ابن ماجه,4019,يا مَعْشَرَ المهاجرينَ ! خِصالٌ خَمْسٌ إذا ابتُلِيتُمْ بهِنَّ ، وأعوذُ باللهِ أن تُدْرِكُوهُنَّ : لم تَظْهَرِ الفاحشةُ في قومٍ قَطُّ ؛ حتى يُعْلِنُوا بها ؛ إلا فَشَا فيهِمُ الطاعونُ والأوجاعُ التي لم تَكُنْ مَضَتْ في أسلافِهِم الذين مَضَوْا ، ولم يَنْقُصُوا المِكْيالَ والميزانَ إِلَّا أُخِذُوا بالسِّنِينَ وشِدَّةِ المُؤْنَةِ ، وجَوْرِ السلطانِ عليهم ، ولم يَمْنَعُوا زكاةَ أموالِهم إلا مُنِعُوا القَطْرَ من السماءِ ، ولولا البهائمُ لم يُمْطَرُوا ، ولم يَنْقُضُوا عهدَ اللهِ وعهدَ رسولِه إلا سَلَّطَ اللهُ عليهم عَدُوَّهم من غيرِهم ، فأَخَذوا بعضَ ما كان في أَيْدِيهِم ، وما لم تَحْكُمْ أئمتُهم بكتابِ اللهِ عَزَّ وجَلَّ ويَتَخَيَّرُوا فيما أَنْزَلَ اللهُ إلا جعل اللهُ بأسَهم بينَهم,އެކަލޭގެފާނު ހަދީސް ކުރައްވާފައިވާ ބަސްފުޅެއްގެ މާނާގައިވެއެވެ. ''އޭ މުހާޖިރުންނޭވެ. ތިޔަބައިމީހުންގެ އިމްތިޙާނަކަށްޓަކައި މާތް ﷲ ވަނީ ފަސް ކަމެއް ލައްވައިފައެވެ. ތިމަން ކަލޭގެފާނު ތިޔަބައިމީހުން އެ ކަންކަމުން ސަލާމަތްކޮށް ދެއްވުމަށް އެދި އެއިލާހަށް ދަންނަވަމެވެ. ދެން (އެ ފަސް ކަންތައް ބަޔާންކުރަށްވަމުން ޙަދީޘްކުރެއްވި އެވެ.) އެއްވެސް ގައުމެއް ގައި ޖެހިލުމެއް ނެތި، ފާޅުގައި ނުބައިކަން ބޮޑު ފާޙިޝް އަމަލުކުރަން ފަށައިފި ނަމަ، އެކަންކަމާ ގުޅިގެން ކުރީގައި އެއުރެން ދެކިފައިނުވާ ފަދަ ބޮޑެތި ބަލިތަކާއި ކޯފާތައް އެއުރެންގެ ތެރޭގައި ފެތުރެން ފަށައިފާނެ އެވެ. އަދި ބައެއްގެ ތެރޭގައި ވިޔަފާރީގެ މުޢާމަލާތް ކުރުމުގައި މަކަރާއި، ޙީލަތް ހަދައި، މިނެކިރުމާއި، މިންއެޅުމުގައި އުނިކުރަން ފަށައިފި ނަމަ ދިރިއުޅުމުގައި އަތްމަތި ދަތިވެ، ތަދުމަޑުކަން ޢާއްމުވެ، އެއުރެންގެ މައްޗަށް އިސްވެ ތިބި ވެރިންގެ ކިބައިން އަނިޔާވެރިކަމާ ކުރިމަތިވާން ފަށައިފާނެ އެވެ. އަދި ބަޔަކު ތިމާމެން ނެރެން ޖެހޭ ޒަކާތުގެ މުދާ ނުނެރެ، އެ ކަމުން ޙައްގުވެރިން މަޙްރޫމުކުރަން ފަށައިފިނަމަ އުޑުން ވާރޭވެހުން ހުއްޓިދާނެ އެވެ. އަދި ގެރިބަކަރި ނެތް ހިސާބުގަނޑުން އެއްގޮތަކަށް ވެސް ވާރޭ ނުވެހި، މުޅިން ވާރޭފެނުން އެބައިމީހުން މަޙްރޫމުވެދާނެއެވެ. އަދި ބަޔަކު މީހުން ﷲ އާއި އެ އިލާހުގެ ރަސޫލާއާ އަށް އީމާންވެ، ދީންމަތީ އުޅުމަށް ވަޢުދުވެ ތިބެފައި އެއާ ޚިލާފަށް އުޅެން ފަށައިފި ނަމަ އެ ބައެއްގެ މައްޗަށް އެބައިމީހުންނާ ގުޅުމެއް ނެތް ބޭރު ބަޔަކު ވެރިކުރައްވައިފާނެ އެވެ. އެއިރުން ތިމާމެންގެ އަތުގައި ހުރި މުދަލާއި، ނެތް ބޭރު ބަޔަކު ވެރިކުރައްވައިފާނެ އެވެ. އެއިރުން ތިމާމެންގެ އަތުގައި ހުރި މުދަލާއި، ގެދޮރާއި، އަނބިދަރިންގެ ތެރެއިން އެބައިމީހުންނަށް ނެގުނުހައި އެއްޗެއް ނަގައި ޣަޞްބުން އެތަކެތި ފޭރިގަންނާނެ އެވެ. އަދި އެބައިމީހުންގެ މައްޗަށް އިސްވެ ތިބި މީހުން ﷲ ގެފޮތާއި، އެ އިލާހު ބާވައިލެއްވި ޙުކުމްތަކާ އެއްގޮތަށް ޙުކުމް ނުކޮށް ތިމާމެން ހިތުހުރިހައި ގޮތަކަށް ޙުކުމް ކުރަން ފަށައިފި ނަމަ، ރުޅިވެރިކަމާއި ދެކޮޅުވެރިކަން އެ ބައިމީހުންގެ މެދަށް ވެރިކުރައްވައި، އެއުރެންގެ ތެރޭގައި ތަޅާފޮޅުމާއި، ނާމާންކަން ޢާއްމުކުރައްވައިފާނެ އެވެ.,
سنن ابن ماجه,4020,ليشرَبنَّ ناسٌ من أمَّتي الخمرَ يُسمُّونَها بغيرِ اسمِها، يُعزَفُ علَى رءوسِهِم بالمعازفِ، والمغنِّياتِ، يخسِفُ اللَّهُ بِهِمُ الأرضَ، ويجعَلُ منهمُ القِرَدةَ والخَنازيرَ,”ހަމަކަށަވަރުން ތިމަންކަލޭގެފާނުގެ އުއްމަތުގެ މީހުންގެ ތެރެއިން ބަޔަކު ބަނގުރާ ބޯނެއެވެ. އެބައިމީހުން އޭގެ ނަން ނޫން އެހެން ނަމެއް އެއަށް ކިޔާނެއެވެ. އެބައިމީހުން ތިބޭ ތަންތަނުގައި މިޔުޒިކް ސާމާނުތަކުން މިޔުޒިކު ކުޅެ، ލަވަކިޔާ އަންހެނުން ލަވަކިޔާނެއެވެ. ﷲ އެބައިމީހުން ބިމުގެ އަޑިއަށް ގަންބަވާނެތެވެ. އަދި އެބައިމީހުން ރާމާމަކުނާއި އޫރުތަކަށް ބަދަލު ކުރައްވާނެއެވެ.”,
سنن ابن ماجه,4036,سَيَأْتِي عَلَى النَّاسِ سَنَوَاتٌ خَدَّاعَاتٌ يُصَدَّقُ فِيهَا الْكَاذِبُ وَيُكَذَّبُ فِيهَا الصَّادِقُ وَيُؤْتَمَنُ فِيهَا الْخَائِنُ وَيُخَوَّنُ فِيهَا الأَمِينُ وَيَنْطِقُ فِيهَا الرُّوَيْبِضَةُ قِيلَ وَمَا الرُّوَيْبِضَةُ قَالَ الرَّجُلُ التَّافِهُ فِي أَمْرِ الْعَامَّةِ,މީސްތަކުންގެ މައްޗަށް ޚިޔާނާތުގެ އަހަރުތަކެއް އަންނާނެތެވެ. އެ ޒަމާނުގައި ދޮގުވެރިޔާ ތެދުވެރިޔެެއްކަމުގައި ހެދެއެވެ. އަދި ތެދުވެރިޔާ ދޮގުވެރިއެއްކަމުގައި ހެދެއެވެ. އަދި ޚާއިނަކީ އަމާނަތްތެރިއަކުކަމުގައި ބެލެވެއެވެ. އަދި އަމާނާތްތެރިއަކީ ޚާއިނެއްކަމުގައި ހެދެއެވެ. އަދި އެޒަމާނުގައި 'ރުވައިބިޟާ ' ބަސްބުނާނެތެވެ. ދެންނެވުނެވެ: ރުވައިބިޟާއަކީ ކޮބައިހެއްޔެވެ؟ ހަދީޘްކުރެއްވިއެވެ: އެއީ އާންމުންގެ ކަންކަމުގައި ވެރިކުރެވޭ ނުބައި ތަންދޮރުނުދަންނަ މީހުންނެވެ.,
سنن ابن ماجه,4059,بين يديِ الساعةِ مسخٌ وخَسفٌ وقذفٌ,ގިޔާމަތް ކުޑަތަންވުމުން ބިންގަނޑު ގަންބަވައިގަތުމަކާއި ބައެއްގެ ޞޫރަ ބަދަލުކުރެއްވުމަކާއި އަދި އުޑުން ހިލައިގެ ވާރޭ ވެއްސެވުމެއް ވެއެވެ,
سنن ابن ماجه,4102,حَدَّثَنَا أَبُو عُبَيْدَةَ بْنُ أَبِي السَّفَرِ، حَدَّثَنَا شِهَابُ بْنُ عَبَّادٍ، حَدَّثَنَا خَالِدُ بْنُ عَمْرٍو الْقُرَشِيُّ، عَنْ سُفْيَانَ الثَّوْرِيِّ، عَنْ أَبِي حَازِمٍ، عَنْ سَهْلِ بْنِ سَعْدٍ السَّاعِدِيِّ قَالَ: أَتَى النَّبِيَّ ﷺ رَجُلٌ فَقَالَ: يَا رَسُولَ اللهِ، دُلَّنِي عَلَى عَمَلٍ إِذَا أَنَا عَمِلْتُهُ أَحَبَّنِي اللهُ، وَأَحَبَّنِي النَّاسُ، فَقَالَ رَسُولُ اللهِ ﷺ: ازْهَدْ فِي الدُّنْيَا يُحِبُّكَ اللهُ، وَازْهَدْ فِيمَا فِي أَيْدِي النَّاسِ يُحِبُّوكَ.,ސަހްލު ބިން ޞަޢުދު އައްސާޢިދީ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ގެ އަރިހަށް މީހަކު އައިސް ދެންނެވިއެވެ: އޭ ﷲގެ ރަސޫލާއެވެ. އެ ކަމެއް ކުރުމުން، ތިމަން ދެކެ ﷲ ލޯބިވެވޮޑިގަންނަވާނެ، އަދި މީސްތަކުން ވެސް ތިމަންދެކެ ލޯބިވާނެ އަމަލެއް ދައްކަވައި ދެއްވާށެވެ. ފަހެ ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިބާ ދުނިޔޭގައި ޒުހުދުވެރިވާށެވެ. (އެބަހީ: ދުނިޔެއަށް އެދުންވެރި ނުވާށެވެ.) އޭރުން ﷲ ތިބާ ދެކެ ލޯބިވެވޮޑިގަންނަވާނެއެވެ. އަދި މީހުންގެ އަތުގައިވާ ތަކެއްޗާމެދު ޒުހުދުވެރިވާށެވެ. އޭރުން ތިބާ ދެކެ އެ މީހުން ލޯބިވާނެއެވެ.“,
سنن ابن ماجه,4102,حَدَّثَنَا أَبُو عُبَيْدَةَ بْنُ أَبِي السَّفَرِ، حَدَّثَنَا شِهَابُ بْنُ عَبَّادٍ، حَدَّثَنَا خَالِدُ بْنُ عَمْرٍو الْقُرَشِيُّ، عَنْ سُفْيَانَ الثَّوْرِيِّ، عَنْ أَبِي حَازِمٍ، عَنْ سَهْلِ بْنِ سَعْدٍ السَّاعِدِيِّ قَالَ: أَتَى النَّبِيَّ ﷺ رَجُلٌ فَقَالَ: يَا رَسُولَ اللهِ، دُلَّنِي عَلَى عَمَلٍ إِذَا أَنَا عَمِلْتُهُ أَحَبَّنِي اللهُ، وَأَحَبَّنِي النَّاسُ، فَقَالَ رَسُولُ اللهِ ﷺ: ازْهَدْ فِي الدُّنْيَا يُحِبُّكَ اللهُ، وَازْهَدْ فِيمَا فِي أَيْدِي النَّاسِ يُحِبُّوكَ.,ސަހްލު ބިން ޞަޢުދު އައްސާޢިދީ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ގެ އަރިހަށް މީހަކު އައިސް ދެންނެވިއެވެ: އޭ ﷲގެ ރަސޫލާއެވެ! އެ ކަމެއް ކުރުމުން، ތިމަން ދެކެ ﷲ ލޯބިވެވޮޑިގަންނަވާނެ، އަދި މީސްތަކުން ވެސް ތިމަންދެކެ ލޯބިވާނެ އަމަލެއް ދައްކަވައި ދެއްވާށެވެ. ފަހެ ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިބާ ދުނިޔޭގައި ޒުހުދުވެރިވާށެވެ. (އެބަހީ: ދުނިޔެއަށް އެދުންވެރި ނުވާށެވެ.) އޭރުން ﷲ ތިބާ ދެކެ ލޯބިވެވޮޑިގަންނަވާނެއެވެ. އަދި މީހުންގެ އަތުގައިވާ ތަކެއްޗާމެދު ޒުހުދުވެރިވާށެވެ. އޭރުން ތިބާ ދެކެ އެ މީހުން ލޯބިވާނެއެވެ.“,
سنن ابن ماجه,4141,مَن أصبحَ مِنكُم معافًى في جسدِهِ آمنًا في سربِهِ عندَه قوتُ يومِه فَكأنَّما حيزَتْ لَه الدُّنيا,ތިޔަބައިމީހުންގެ ތެރެއިން މީހަކު ހޭލަނީ، އޭނާގެ ޖިސްމާނީ ސިއްހަތު ސަލާމަތުން ހުރެ، އަދި އޭނާގެ ނަފްސާއި އަހުލުގައި އަމާންކަން ލިބިގެންހުރެ، އަދި އޭނާގެ ދުވަހަށް ވާވަރަށް ކާބޯތަކެތި ލިބިގެންވާ ހާލުގައި ކަމުގައި ވަނީ ނަމަ، ފަހެ އެ މީހަކަށް މުޅި ދުނިޔެ ލިބިފައިވާ ފަދައެވެ.,
سنن ابن ماجه,4169,"عَنْ أَبِي هُرَيْرَةَ، قَالَ قَالَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ ‏ ""‏ الْكَلِمَةُ الْحِكْمَةُ ضَالَّةُ الْمُؤْمِنِ حَيْثُمَا وَجَدَهَا فَهُوَ أَحَقُّ بِهَا ‏""‏ ‏",ހިކުމަތްތެރި ކަލިމައަކީ، މުއުމިނަކު އެ ގެއްލިގެން ހޯދާ އެއްޗެކެވެ. ފަހެ އޭނާއަށް އެ ފެނުނު ކޮންމެ ތާކުން އެ ކަލިމަ އޭނާއަށް މާ ހައްގުވެގެންވެއެވެ. (އެބަހީ: އޭގައި ހިފުމެވެ.),
سنن ابن ماجه,4227,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، حَدَّثَنَا يَزِيدُ بْنُ هَارُونَ. (ح) وَحَدَّثَنَا مُحَمَّدُ بْنُ رُمْحٍ، أَخْبَرَنَا اللَّيْثُ بْنُ سَعْدٍ، قَالَا: أَخْبَرَنَا يَحْيَى بْنُ سَعِيدٍ، أَنَّ مُحَمَّدَ بْنَ إِبْرَاهِيمَ التَّيْمِيَّ أَخْبَرَهُ أَنَّهُ سَمِعَ عَلْقَمَةَ بْنَ وَقَّاصٍ، أَنَّهُ سَمِعَ عُمَرَ بْنَ الْخَطَّابِ وَهُوَ يَخْطُبُ النَّاسَ، فَقَالَ: سَمِعْتُ رَسُولَ اللهِ ﷺ يَقُولُ: إِنَّمَا الْأَعْمَالُ بِالنِّيَّاتِ، وَلِكُلِّ امْرِئٍ مَا نَوَى، فَمَنْ كَانَتْ هِجْرَتُهُ إِلَى اللهِ وَإِلَى رَسُولِهِ، فَهِجْرَتُهُ إِلَى اللهِ وَإِلَى رَسُولِهِ، وَمَنْ كَانَتْ هِجْرَتُهُ لِدُنْيَا يُصِيبُهَا أَوِ امْرَأَةٍ يَتَزَوَّجُهَا، فَهِجْرَتُهُ إِلَى مَا هَاجَرَ إِلَيْهِ.,ޢުމަރު ބިން އަލްޚައްޠާބު މީސްތަކުންނަށް ޚުތުބާ ދެއްވަމުން ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”ނިޔަތްތަކުގެ މައްޗަށް މެނުވީ އަމަލުތައް ބިނާ ވެގެނެއް ނުވެއެވެ. އަދި ކޮންމެ މީހަކަށް ވަނީ، ހަމައެކަނި އެ މީހަކު ނިޔަތް ގަތް ކަމެކެވެ. ވީމާ، މީހަކު ހިޖުރަ ކުރީ ﷲ އަށް އަދި އެ އިލާހުގެ ރަސޫލާއަށްޓަކައި ނަމަ، ފަހެ އޭނާގެ ހިޖުރަ ވަނީ ﷲ އަށް އަދި އެ އިލާހުގެ ރަސޫލާއަށެވެ. އަދި މީހަކު ހިޖުރަ ކުރީ ދުނިޔެ ހޯދުމަށް ނުވަތަ އަންހެނަކާ އިނުމަށް ކަމުގައި ވަނީ ނަމަ، ފަހެ އެ މީހެއްގެ ހިޖުރަ ވަނީ، އޭނާ އެ ހިޖުރަ ކުރި ކަމަކަށެވެ.“,b1
سنن ابن ماجه,4246,"َعَنْ أَبِي هُرَيْرَةَ، قَالَ ‏:‏ سُئِلَ النَّبِيُّ ﷺ‏:‏ مَا أَكْثَرُ مَا يُدْخِلُ الْجَنَّةَ قَالَ ‏:‏ ‏""‏ التَّقْوَى وَحُسْنُ الْخُلُقِ ‏""‏ ‏.‏ وَسُئِلَ ‏:‏ مَا أَكْثَرُ مَا يُدْخِلُ النَّارَ قَالَ ‏:‏ ‏""‏ الأَجْوَفَانِ ‏:‏ الْفَمُ وَالْفَرْجُ ‏""‏ ‏.‏
","އަބޫ ހުރައިރާގެ އަރިހުން ރިވާވެގެން ވެއެވެ. ނަބީ ﷺ އާ ސުވާލުކުރެވުނެވެ. ""މީސްތަކުން އެންމެ ގިނައިން ސުވަރުގެ ވަންނަ ސަބަބަކީ ކޮބައިތޯއެވެ؟"" އެކަލޭގެފާނު ޖަވާބު ދެއްވިއެވެ: ""ތަގްވާވެރިކަމާއި ރިވެތި އަޚްލާގެވެ."" އަދި އެކަލޭގެފާނާ ސުވާލުކުރެވުނެވެ: ""އެންމެ ގިނައިން ނަރަކައަށް ވައްދާ ސަބަބަކީ ކޮބައިތޯއެވެ؟"" އެކަލޭގެފާނު ޖަވާބު ދެއްވިއެވެ: ""ދެ ޖައުފެވެ: އަނގައާއި ފަރުޖެވެ.""",
سنن ابن ماجه,4246,"عَنْ أَبِي هُرَيْرَةَ، قَالَ : سُئِلَ النَّبِيُّ ـ ﷺ ـ : مَا أَكْثَرُ مَا يُدْخِلُ الْجَنَّةَ قَالَ : "" التَّقْوَى وَحُسْنُ الْخُلُقِ "" . وَسُئِلَ : مَا أَكْثَرُ مَا يُدْخِلُ النَّارَ قَالَ : "" الأَجْوَفَانِ : الْفَمُ وَالْفَرْجُ "" .","އަބޫ ހުރައިރާ ރަޟިޔަﷲ ޢަންހުގެ ކިބައިން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ އާ އެންމެ ގިނައިން ސުވަރުގެ ވައްދަވާ ކަމަކީ ކޮބައިތޯ ސުވާލު ދެންނެވުނެވެ. އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ. ""ﷲއަށް ތަގުވާވެރިވުމާއި އަދި ރިވެތި އަޚުލާގެވެ."" އަދި މީސްތަކުން އެންމެ ގިނައިން ނަރަކައަށް ވައްދަނީ ކޮންކަމަކާ ބެހޭގޮތުން ސުވާލުކުރެވުނެވެ. ޙަދީޘްކުރެއްވިއެވެ: ""ހޯހެދިފައިވާ ދެތަނެވެ: (އެބަހީ) އަނގަޔާއި(ދުލާއި) އަދި ލަދުވެތި ގުނަވަަނެވެ.""",
سنن ابن ماجه,4250,التَّائِبُ مِنَ الذَّنْبِ كَمَنْ لاَ ذَنْبَ لَهُ,ފާފައިން توبة ވާ މީހާއީ އެއްވެސްފާފައެއް ނުކުރާފަދަ މީހެކެވެ.,
سنن ابن ماجه,4251,كلُّ بني آدمَ خطَّاءٌ وخيرُ الخطَّائينَ التوَّابونَ,ކޮންމެ އާދަމުގެދަރިއަކީވެސް ކުށްކުރެވޭމީހެކެވެ. ކުށްކުރެވޭމީހުންގެ ތެރެއިން އެންމެ ރަނގަޅު މީހާއަކީ توبة ވާމީހާއެވެ.,
سنن ابن ماجه,4259,عَنْ ابْنِ عُمَرَ قَالَ قَالَ رَجُلٌ يَا رَسُولَ اللَّهِ أَيُّ الْمُؤْمِنِينَ أَفْضَلُ قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَحْسَنُهُمْ خُلُقًا قَالَ فَأَيُّ الْمُؤْمِنِينَ أَكْيَسُ قَالَ أَكْثَرُهُمْ لِلْمَوْتِ ذِكْرًا وَأَحْسَنُهُمْ لِمَا بَعْدَهُ اسْتِعْدَادًا أُولَئِكَ الْأَكْيَاسُ,މީހަކު ދެންނެވިއެވެ: އޭ ﷲ ގެ ރަސޫލާއެވެ. މުއުމިނުންގެ ތެރެއިން އެންމެ ހެޔޮވެގެންވަނީ ކޮން ބަޔެއްތޯއެވެ؟ ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އެބައިމީހުންގެ ތެރެއިން އެންމެ އަޚްލާގު ހެޔޮ މީހުންނެވެ.“ ދެން އޭނާ ދެންނެވިއެވެ: މުއުމިނުންގެ ތެރެއިން އެންމެ ބުއްދިވެރި ބަޔަކީ ކޮބައިތޯއެވެ؟ ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އެބައިމީހުންގެ ތެރެއިން އެންމެ ގިނައިން މަރު ހަނދުމަ ކުރާ މީހުންނެވެ. އަދި އަދި އޭގެ ފަހުން އަންނާނެ ކަންކަމަށް އެންމެ ބޮޑަށް ތައްޔާރުވާ މީހާއެވެ. ބުއްދިވެރިންނަކީ އެއީއެވެ.,
سنن ابن ماجه,4340,""" مَنْ سَأَلَ الْجَنَّةَ ثَلاَثَ مَرَّاتٍ قَالَتِ الْجَنَّةُ اللَّهُمَّ أَدْخِلْهُ الْجَنَّةَ وَمَنِ اسْتَجَارَ مِنَ النَّارِ ثَلاَثَ مَرَّاتٍ قَالَتِ النَّارُ اللَّهُمَّ أَجِرْهُ مِنَ النَّارِ "" .",“މީހަކު ﷲ ގެ ހަޒްރަތުން ތިންފަހަރު ސުވަރުގެ ވެއްދެއްވުން އެދި ދަންނަވައިފިނަމަ ސުވަރުގެ ދަންނަވާނެއެވެ. އޭ ﷲއެވެ. އޭނާ ސުވަރުގެ ވައްދަވާށިއެވެ. އަދި މީހަކު ތިން ފަހަރު ނަރަކައިގެ ކިބައިން މިންޖުކޮށްދެއްވުން އެދި ދުއާކުރުމުން ނަރަކަ ދަންނަވާނެއެވެ. އޭ ﷲއެވެ. އޭނާ ނަރަކައިން މުއްތިކުރައްވާށިއެވެ.”,
سنن ابن ماجه,3462(م),حَدَّثَنَا أَحْمَدُ بْنُ عَمْرِو بْنِ السَّرْحِ الْمِصْرِيُّ، حَدَّثَنَا عَبْدُ اللهِ بْنُ وَهْبٍ، حَدَّثَنَا يُونُسُ، عَنِ ابْنِ شِهَابٍ، عَنْ عُبَيْدِ اللهِ، عَنْ أُمِّ قَيْسٍ بِنْتِ مِحْصَنٍ، عَنِ النَّبِيِّ ﷺ، بِنَحْوِهِ. قَالَ يُونُسُ: أَعْلَقْتُ يَعْنِي غَمَزْتُ,ކުރީގެ ޙަދީޘާ އެއްގޮތަކަށް ރިވާވެފައިވެއެވެ.,
