wordAR,wordDV,wordEN,meanAR,meanDV,meanEN
,ދާއިމީ,,,"""ދާއިމީ"" ކަމުގައި ބުނެފައި އެވަނީ، 1 އަހަރުދުވަހަށްވުރެ ގިނަ ދުވަހު ދިވެހިރާއްޖެއިން ބޭރުގައި އުޅެމުންދާ ފަރާތްތަކަށެވެ.",
,ރަސްމީ ތައުލީމު,,,"""ރަސްމީ ތައުލީމު"" ކަމުގައި ބުނެފައި އެވަނީ، ގްރޭޑް 1 ން 10 އަކަށެވެ.",
,ދަފުތަރު,,,"""ދަފުތަރު"" ކަމުގައި ބުނެފައި އެވަނީ، ނެށަނަލް ސޯށަލް ޕްރޮޓެކްށަން އެޖެންސީން އެކުލަވައިލައި ބަލަހައްޓާ، މައިންބަފައިންގެ އެހީތެރިކަމެއް ނެތި އެހެން މީހަކު ބަލަހައްޓާނީ ކުދިންނަށާއި އެ ކުދިން ބަލަހައްޓާ ފަރާތްތަކުގެ ދަފުތަރަށެވެ.",
,ޓްރާންސްޕޯޓް އޮތޯރިޓީ,,,"""ޓްރާންސްޕޯޓް އޮތޯރިޓީ"" ކަމަށް ބުނެފައި އެވަނީ، އާންމު ދަތުރުފަތުރުގެ ގޮތުގައި ބަހުގެ ހިދުމަތް ދިނުމަށް ހުއްދަ ދިނުމާއި، ބަހުގެ ހިދުމަތް ދިނުމުގެ އުސޫލުތައް ކަނޑައަޅައި ގަވާއިދު ނަންބަރު 1/2016 (""އާންމު ދަތުރުފަތުރުގެ ގޮތުގައި ބަހުގެ ހިދުމަތް ދިނުމުގެ ގަވާއިދު"") ހިންގުމާ ހަވާލުވެފައިވާ ސަރުކާރުގެ އިދާރާކަމަށްވާ ""ޓްރާންސްޕޯ އޮތޯރިޓީ"" އަށެވެ.",
,ހިދުމަތް ދޭ ފަރާތް (ދަތުރުފަތުރާއި ގުޅޭ),,,"""ހިދުމަތް ދޭ ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، ޓްރާންސްޕޯޓް އޮތީރިޓީން ހިދުމަތް ދިނުމުގެ މަސްއޫލިއްޔަތު ހަވާލުކުރާ ފަރާތަށެވެ.",
,ފަސިންޖަރުން,,,"""ފަސިންޖަރުން"" ކަމަށް ބުނެފައި އެވަނީ، ބަހުގެ ހިދުމަތް ލިބިގަންނަ ފަރާތްތަކަށެވެ.",
,ހިދުމަތް ދިނުމަށް ލައިސަންސް ދޭ ފަރާތް,,,"""ހިދުމަތް ދިނުމަށް ލައިސަންސް ދޭ ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، އެ ސަރަހައްދެއްގައި އާންމު ދަތުރުފަތުރުގެ ގޮތުގައި ބަހުގެ ހިދުމަތް ދިނުމުގެ ކަންކަން ބެލެހެއްޓުމަށް ޓްރާންސްޕޯޓް އޮތޯރިޓީން ހަވާލުކުރާ ފަރާތަށެވެ.",
,ތަންފީޒުކުރާ ފަރާތް,,,"""ތަންފީޒުކުރާ ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ ،ޓްރެފިކް ފުލުހުންނާއި، މި ގަވާއިދު ތަންފީޒުކުރުމަށް ޓްރާންސްޕޯޓް އޮތޯރިޓީން ކަނޑައަޅާ ފަރާތް ނުވަތަ ފަރާތްތަކަށެވެ.",
,ސަރަހައްދު,,,"""ސަރަހައްދު"" ކަމަށް ބުނެފައި އެވަނީ، އަތޮޅު ނުވަތަ ރަށް ނުވަތަ އަވަށަށެވެ.",
,ބަސް,,,"""ބަސް"" ކަމަށް ބުނެފައި އެވަނީ، އާންމު ދަތުރުފަތުރުގެ ހިދުމަތް ދިނުމަށްޓަކައި އެއްގަމުގައި ދުއްވާ އުޅަނދު ރަޖިސްޓަރީ ކުރުމުގައި B0 ،B1 އާއި B2 ކެޓަގަރީގައި ރަޖިސްޓަރީ ކޮށްފައިވާ އެއްގަމުއުޅަނދަށެވެ.",
,ބަސްހުއްޓި,,,"""ބަސްހުއްޓި"" ކަމަށް ބުނެފައި އެވަނީ، މީހުން އެރުވުމަށާއި ބޭލުމަށް ބަސް މަޑުކުރުމަށް ކަނޑައަޅާފައިވާ ތަންތަނަށެވެ.",
,އިންފޮމޭށަން ކޮމިށަނަރު,,,"""އިންފޮމޭށަން ކޮމިށަނަރު"" ކަމަށް ބުނެފައި އެ ވަނީ،ގާނޫނު ނަންބަރު 1/2014(މައުލޫމާތު ހޯދައި ލިބިގަތުމުގެ ހައްގުގެ ގާނޫނު) ގެ ދަށުން އައްޔަންކުރާ އިންފޮމޭށަން ކޮމިށަނަރަށެވެ. ނުވަތަ އޭނާގެ މަސްއޫލިއްޔަތު ހަވާލުކުރާ މުއައްސަސާ ނުވަތަ ފަރާތަށެވެ.",
,އިންފޮމޭށަން އޮފިސަރު,,,"""އިންފޮމޭށަން އޮފިސަރު"" ކަމަށް ބުނެފައިއެވަނީ، ދައުލަތުގެ އެކި އިދާރާތަކުގައި ވަޒީފާ އަދާކުރާ ވެރީން ފެންވަރުގެ މަގާމުތައް ނޫން މަގާމުތަކުގައި ތިބޭ މުވައްޒަފުންގެ ތެރެއިން މައުލޫމާތު ހޯދައިލިބިގަތުމުގެ ހައްގުގެ ގަވާއިދު (ގަވާއިދު ނަންބަރު 5/2016) ގެ 36 ވަނަ މާއްދާގައި ބަޔާންކުރާ ގޮތުގެ މަތީން އެ މަސްއޫލިއްޔަތުތައް ދައުލަތުގެ އެއިދާރާއެއްގެ ފެންވަރުގައި އަދާކުރާން ދައުލަތުގެ އެ އިދާރާއެއްގެ އިސްވެރިޔާ ހަވާލުކުރާ، އެ އިދާރާގެ މުވައްޒަފަށެވެ. ނުވަތަ މުވައްޒަފުންނަށެވެ.",
,މައުލޫމާތު,,,"""މައުލޫމާތު"" ކަމަށް ބުނެފައި އެ ވަނީ، ކޮންމެ ބާވަތެއްގެ މައުލޫމާތެއް ކަމުގައިވީ ނަމަވެސް ނުވަތަ ކޮންމެ ތާރީހެއްގައި އުފައްދައިފައިވާ މައުލޫމާތެއް ކަމުގައިވީ ނަމަވެސް ނުވަތަ ކޮންމެ ފަރާތަކުން އުފައްދައިފައިވާ މައުލޫމާތެއް ކަމުގައިވީނަމަވެސް، ނުވަތަ ކޮންމެ ވަސީލަތެއްގައި ރައްކާތެރި ކުރެވިފައިވާ މައުލޫމާތެއް ކަމުގައިވީ ނަމަވެސް ދައުލަތުގެ އިދާރާއަކުން ގެންގުޅޭ ނުވަތަ ބަލަހައްޓާ މައުލޫމާތުގެ ތެރެއިން ތިން ވަނަ ފަރާތެއްގެ މިލްކަކަށްނުވާ ހަމަ ކޮންމެ މައުލޫމާތަކަށެވެ.",
,މުރާޖައާ ކޮމިޓީ,,,"""މުރާޖައާ ކޮމިޓީ"" ކަމަށް ބުނެފައި އެ ވަނީ، އިންފޮމޭށަން އޮފިސަރު ނިންމާ ނިންމުން މުރާޖައާކޮށްދިނުން އެދި ހުށަހެޅުމުން އެ ކަން ބެލުމަށް ދައުލަތުގެ އިދާރާތަކުގައި ވެރިންގެ ފެންވަރުގައި ތިބި މީހުންގެ މަދުވެގެން 3 މީހުންގެ މައްޗަށް މައުލޫމާތު ހޯދައިލިބިގަތުމުގެ ހައްގުގެ ގަވާއިދު (ގަވާއިދު ނަންބަރު 5/2016) ގަވާއިދުގެ 42 ވަނަ މާއްދާގެ (ހ) އާއި (ށ) އާއި (ނ) ގައިވާ ގޮތުގެމަތިން އެކުލަވައިލެވޭ ކޮމިޓީއަށެވެ.",
,ދައުލަތުގެ އިދާރާ,,,"""ދައުލަތުގެ އިދާރާ"" ކަމަށް ބުނެފައި އެ ވަނީ، ވެރިކަން ހިންގާ ފަރާތާއި، ރައްޔިތުންގެ މަޖިލީހާއި އަދުލު އިންސާފު ގާއިމުކުރުމުގެ ބާރާއި މިނިވަން މުއައްސަސާތަކާއި މުސްތަގިއްލު މަގާމުތަކާއި ސަލާމަތީ ހިދުމަތްތަކާއި ގާނޫނު އަސާސީގެ ދަށުން އިންތިހާބުކުރެވޭ ކައުންސިލުތައް ހިމެނޭގޮތުގެ މަތިންނެވެ. އަދި، އެ ތަނެއް ހިންގުމުގައި ދައުލަތުގެ މަސްއޫލިއްޔަތެއް އަދާކުރާ ކޮންމެ ތަނަކާއި ދައުލަތުގެ ބަޖެޓުން ހިންގާ ކޮންމެ ތަނަކާއި ދައުލަތުގެ ބަޖެޓުން އެހީ ލިބިގެން ހިންގާ ކޮންމެ ތަނަކާއި ދައުލަތުން އުފައްދައިފައިވާ ކުންފުނިތައް ވެސް މި ގަވާއިދުގެ ބޭނުމަށްޓަކައި ބަލާނީ ދައުލަތުގެ އިދާރާ ކަމުގައެވެ.",
,ދައުލަތުގެ އިދާރާއެއްގައިވާ މައުލޫމާތު,,,"""ދައުލަތުގެ އިދާރާއެއްގައިވާ މައުލޫމާތު"" ކަމަށް ބުނެފައި އެ ވަނީ، ދައުލަތުގެ އިދާރާއަކުން އުފައްދާ މައުލޫމާތެއް ނުވަތަ ބަލަހައްޓަމުންދާ މައުލޫމާތެއް ނުވަތަ ގެންގުޅެމުންދާ މައުލޫމާތަކަށެވެ.",
,ތިންވަނަ ފަރާތް,,,"""ތިންވަނަ ފަރާތް"" ކަމަށް ބުނެފައި އެ ވަނީ، ރައްކާތެރިކޮށްދީފައިވާ މައުލޫމާތު ނިސްބަތްވާ، އަދި އެ ފަރާތެއްގެ މަސްލަހަތު އެ މާއްދާތަކުން ރައްކާތެރިކޮށްދޭ ފަރާތަށެވެ. ދައުލަތުގެ އިދާރާއެއް ނުވަތަ މައުލޫމާތަށް އެދޭ ފަރާތެއް މި މާނަކުރުމުގައި ހިމެނިގެނެއް ނުވެއެވެ.",
,ސިވިލް ސަރވިސް މުވައްޒަފުން,,,"""ސިވިލް ސަރވިސް މުވައްޒަފުން"" ކަމަށް ބުނެފައި އެވަނީ، ސިވިލް ސަރވިސް ކޮމިށަންގެ ފަރާތުން ވަޒީފާދޭ ދާއިމީ މުވައްޒަފުންނަށެވެ.",
,ޕަބްލިކް ސަރވިސް މުވައްޒަފުން,,,"""ޕަބްލިކް ސަރވިސް މުވައްޒަފުން"" ކަމަށް ބުނެފައި އެވަނީ، ދައުލަތުގެ މިނިވަން މުއައްސަސާތަކުގައި އެ ތަންތާގެ މަސައްކަތް ކުރުމަށްޓަކައި އެ މުއައްސަސާއިން ވަޒީފާ ދޭ މީހުންނަށެވެ.",
,ޕްރެޒިޑެންށިއަލް ސަރވިސްގެ މުވައްޒަފުން,,,"""ޕްރެޒިޑެންށިއަލް ސަރވިސްގެ މުވައްޒަފުން"" ކަމަށް ބުނެފައި އެވަނީ، ރައީސުލްޖުމްހޫރިއްޔާގެ އޮފީހާއި ރިޔާސީ ގަނޑުވަރުގައި ވަޒީފާ އަދާކުރާ ސިޔާސީ މަގާމުތަކުގައި ތިބޭ މީހުން ފިޔަވައި އެހެން މީހުންނަށާއި، ރައީސުލްޖުމްހޫރިއްޔާ އާއި އޭނާގެ ނާއިބުގެ ހިދުމަތުގައި ތިބޭ އެކިއެކި މުވައްޒަފުންނަށެވެ.",
,ޖުޑިށަލް ސަރވިސްގެ މުވައްޒަފުން,,,"""ޖުޑިށަލް ސަރވިސްގެ މުވައްޒަފުން"" ކަމުގައި ބުނެފައި އެވަނީ އަދުލުއިންސާފު ގާއިމުކުރުމުގެ ދާއިރާގައި ހިދުމަތްކުރާ މުވައްޒަފުންނަށެވެ.",
,ޔުނީ ފޯމު ހިދުމަތުގެ މުއައްޒިފުން,,,"""ޔުނީ ފޯމުހިދުމަތުގެ މުއައްޒިފުން"" ކަމަށް ބުނެފައި އެވަނީ، ދިވެހި ފުލުހުންގެ ހިދުމަތުގައި ވަޒީފާ އަދާކުރާ މީހުންނާއި ދިވެހިރާއްޖޭގެ ގައުމީ ދިފާއީ ބާރުގައި މަސައްކަތްކުރާ މީހުންނާއި އިމިގްރޭށަނާއި ކަސްޓަމާއި ކަރެކްށަނަލް ސަރވިސް ފަދަ ހިދުމަތްތަކުގައި ތިބޭ، ހިދުމަތް ދޭ މީހުންނަށް ވަކި ޔުނީފޯމެއް ކަނޑައެޅިފައިވާ މުވައްޒަފުންނަށެވެ.",
,އޮފީހުގެ ވެރީން,,,"""އޮފީހުގެ ވެރީން"" ކަމުގައި ބުނެފައި އެ ވަނީ ޑިރެކްޓަރު ނުވަތަ އެ ފެންވަރުގެމަގާމުތަކުން ފެށިގެން މަތީގެ މަގާމުތަކުގައި ތިބޭ މުވައްޒަފުންނެވެ.",
,ބެލެނިވެރި އިދާރާ,,,"""ބެލެނިވެރި އިދާރާ"" ކަމަށް ބުނެފައި އެވަނީ އެ އިދާރާއެއް ޖަވާބުދާރީވާންޖެހޭ އަދި އެ އިދާރާއެއް ރިޕޯޓުކުރާންޖެހޭ އިދާރާއަށެވެ.",
,ޖަމްއިއްޔާގެ ރެޖިސްޓްރާރ,,,"""ޖަމްއިއްޔާގެ ރެޖިސްޓްރާރ"" ކަމަށް ބުނެފައިވަނީ، މި ގާނޫނުގައި، ޖަމްއިއްޔާގެ ރެޖިސްޓަރާރ ކުރަން ކަނޑައަޅާފައިވާ ކަންތައްތައް ކުރުމަށް، ރައީސުލްޖުމްހޫރިއްޔާ ކަނޑައަޅާ ފަރާތަށެވެ.",
,ހާއްސަ ގަރާރު (ޖަމްއިއްޔާއާއި ގުޅޭ),,,"""ހާއްސަ ގަރާރު"" ކަމަށް ބުނެފައިވަނީ، ޖަމްއިއްޔާގެ އާންމު ޖަލްސާއެއްގައި ވޯޓު ދިނުމުގެ ހައްގު ލިބިގެންވާ މެންބަރުންގެ ތިންބައިކުޅަ ދެބައި މެންބަރުންގެ އަގްލަބިއްޔަތުން ފާސްކުރާ ކޮންމެ ގަރާރަކަށެވެ.",
,އާންމުކޮށް އިއްލާންކުރުން,,,"""އާންމުކޮށް އިއްލާންކުރުން"" ކަމަށް ބުނެފައިވަނީ، މިގާނޫނުގެ ދަށުން ހަދާާ ގަވާއިދުގައި ކަނޑައަޅާފައިވާާ ގޮތުގެމަތިން، ރާއްޖޭގައި އާންމުކޮށް ނުކުންނަ ދުވަހު ނޫހެއްގައި ށާއިއުކޮށް، ރޭޑިއޯއާއި ޓެލެވިޒަނުން ފޮނުވުމަށެވެ.",
,ހިދުމަތް ދޭ ފަރާތް,,,"""ހިދުމަތް ދޭ ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، ސައިކޯސޯށަލް ސަޕޯޓް ނުވަތަ އިޖުތިމާއީ އެހީތެރިކަން ނުވަތަ ގާނޫނީ އެހީތެރިކަން ފޯރުކޮށްދޭ ދައުލަތުގެ އިދާރާތަކަށް ނުވަތަ އަމިއްލަ ފަރާތްތަކަށެވެ.",
,ޖެންޑަރ,,,"""ޖެންޑަރ"" ކަމަށް ބުނެފައި އެވަނީ، ވަކި ޖިންސަކަށް ނިސްބަތްކޮށް އިޖްތިމާއީ ގޮތުންނާއި ސަގާފީ ގޮތުން އަންހެނުންނާއި ފިރިހެނުންނަށް ދެވިފައިވާ މާނަކުރުމަށެވެ. މީގެ ތެރޭގައި، އަންހެނުންނާއި ފިރިހެނުންގެ ދައުރާއި، އުޅުމާއި، އެކަމާ ގުޅުންހުރި އެހެނިހެން ކަންކަމާއި، އަދި މުޖްތަމައުގައި ވަކި ޖިންސަކަށް ނިސްބަތްކުރާ ދައުރާއި، މަސައްކަތްތަކާއި، ފުރުސަތުތައް ހިމެނެއެވެ.",
,ވަޒީފާދޭ ފަރާތް,,,"""ވަޒީފާދޭ ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، ވަޒީފާދޭ ފަރާތާއި، ވަޒީފާ އަދާކުރާ ތަނުގެ އެހެން ވެރިން ހިމެނޭގޮތަށެވެ.",
,އަންހެނުން,,,"""އަންހެނުން"" ކަމަށް ބުނެފައި އެވަނީ، އެމީހެއްގެ އުމުރަށް ނުބަލައި، އަންހެނުންނާއި އަންހެން ކުދިންނަށެވެ.",
,އޭޖެންޓް,,,"""އޭޖެންޓް"" ކަމަށް ބުނެފައި އެވަނީ، ރަސްމީގޮތުން ވެފައިވާ އެއްބަސްވުމެއްގެ ދަށުން، ލައިސަންސް ލިބިފައިވާ ފަރާތެއްގެ ޒިންމާއެއް ނުވަތަ މަސްއޫލިއްޔަތެއް އުފުލާ ތަބީއީ ނުވަތަ ޤާނޫނީ ށަހްސަކަށެވެ.",
,ވިޔަފާރި ގުޅުން,,,"""ވިޔަފާރި ގުޅުން"" ކަމަށް ބުނެފައިއެވަނީ، ވަކި މުއްދަތަކަށް ގުޅުން ދެމެހެއްޓޭނެ ކަމަށް، ގުޅުން ޤާއިމުކުރެވޭއިރު ބެލެވޭ، ލައިސަންސް ލިބިފައިވާ ފަރާތަކާއި އެ ފަރާތެއްގެ ކަސްޓަމަރާ ދެމެދު އޮންނަ ވިޔަފާރި ނުވަތަ ފަންނީ ގުޅުމަށެވެ.",
,ކެޕިޓަލް މާރކެޓް ޑިވެލޮޕްމަންޓް އޮތޯރިޓީ,,,"""ކެޕިޓަލް މާރކެޓް ޑިވެލޮޕްމަންޓް އޮތޯރިޓީ"" ކަމަށް ބުނެފައި އެވަނީ،ޤާނޫނު ނަންބަރު 2/2006(ދިވެހިރާއްޖޭގެ މާލީ ސެކިއުރިޓީޒްއާބެހޭ ޤާނޫނު) ގެ ދަށުން ޤާއިމުކޮށްފައިވާ އޮތޯރިޓީއަށެވެ.",
,"ލައިސަންސް ލިބިފައިވާ ފަރާތް  ނުވަތަ ""މާލީ ސެކިއުރިޓީޒްއާބެހޭ ވިޔަފާރިކުރާ ފަރާތް""",,,"""ލައިސަންސް ލިބިފައިވާ ފަރާތް"" ނުވަތަ ""މާލީ ސެކިއުރިޓީޒްއާބެހޭ ވިޔަފާރިކުރާ ފަރާތް"" ކަމަށް ބުނެފައިއެވަނީ، ކެޕިޓަލް މާރކެޓް ޑިވެލޮޕްމަންޓް އޮތޯރިޓީން ލައިސަންސް ދޫކޮށް ރެގިއުލޭޓްކުރާ ތިރީގައި ބަޔާންވެގެންވާ ފަރާތްތަކަށެވެ.ޑީލިންގ ކުންފުނި؛އިންވެސްޓްކުރުމަށް ލަފާދޭ ފަރާތް؛ފަންޑް މެނޭޖަރ؛އަންޑަރައިޓަރސް؛ އަދިމޯލްޑިވްސް މަނިޓަރީ އޮތޯރިޓީން ކަނޑައަޅާ އެހެން ފަރާތްތައް.",
,ސިންގަލް ޓްރާންސެކްށަން,,,"""ސިންގަލް ޓްރާންސެކްށަން"" ކަމަށް ބުނެފައި އެވަނީ، ވިޔަފާރީގެ ގުޅުމެއްގެ ބޭރުން  ކުރާ މުއާމަލާތްތަކަށެވެ.",
,ޤާނޫނީ އެރޭންޖްމަންޓް,,,"""ޤާނޫނީ އެރޭންޖްމަންޓް"" ކަމަށް ބުނެފައިއެވަނީ، އެކްސްޕްރެސް ޓްރަސްޓް އާއި، އެފަދަ އެހެންވެސް ޤާނޫނީ އެރޭންޖްމަންޓްތަކަށެވެ.",
,ބިމުން ފެން ނަގައި ފެން ބޭރުކުރުން,,,"""ބިމުން ފެން ނަގައި ފެން ބޭރުކުރުން"" ބިމުން ފެން ނަގައި ފެން ބޭރުކުރުން ކަމަށް ބުނެފައި އެވަނީ، ފެން ޕަމްޕެއް ފަދަ ވަސީލަތެއް ބޭނުންކޮށްގެން ކުރު މުއްދަތެއްގައި ގިނަ އަދަދަކަށް ބިމުން ފެން ނެގުމަށެވެ.",
,ތަންފީޒީ އޮފިސަރުން,,,"""ތަންފީޒީ އޮފިސަރުން"" ތަންފީޒީ އޮފިސަރުން ކަމަށް ބުނެފައި އެވަނީ، ގާނޫނާއި ގަވާއިދުގައި ކަނޑައަޅާފައިވާ ކަންކަން ކުރުމަށް ތަންފީޒީ އިދާރާއިން ނުވަތަ ތަންފީޒީ އިދާރާއިން ކަނޑައަޅާ ފަރާތުން އައްޔަންކުރާ ފަރާތަށެވެ.",
,ވަޅުދިޔަ ހިއްކުން,,,"""ވަޅުދިޔަ ހިއްކުން"" ވަޅުދިޔަ ހިއްކުން ކަމަށް ބުނެފައި އެވަނީ، ފަރުދީ ބޭނުންތަކަށް ބަހައްޓާފައި ހުންނަ ފެންވަޅު ސާފުކުރުމުގެ ގޮތުން ދިޔަހިއްކުމަށެވެ. މީގެތެރޭގައި ވަޅެއް ބަހައްޓައިގެން ޕަމްޕު މެދުވެރިކޮށް ""ބިމުން ފެންގައި ފެން ބޭރުކުރުން"" ނުހިމެނޭނެއެވެ.",
,ސައިޓު އިންޖިނޭރު,,,"""ސައިޓު އިންޖިނޭރު"" ސައިޓު އިންޖިނޭރު ކަމަށް ބުނެފައި އެވަނީ، ބިމުން ފެން ނަގައި ފެން ބޭރުކުރުމުގެ މަސައްކަތް ކުރާ ތަނުގެ މަސައްކަތާއި ހަވާލުވެހުރި ސިވިލް އިންޖިނިއަރަށެވެ.",
,ސިނާއީ މަސައްކަތަށް ފެން ބޭނުންކުރުން,,,"""ސިނާއީ މަސައްކަތަށް ފެން ބޭނުންކުރުން"" ސިނާއީ މަސައްކަތަށް ފެން ބޭނުންކުރުން ކަމަށް ބުނެފައި އެވަނީ، ސިނާއީ ގޮތުން ކުރެވޭ މަސައްކަތްތައް ގާއިމުކުރުމުގެ އެންމެހައި މަސައްކަތްތަކަށާއި އެ މަށްރޫއުގެ ބޭނުންތަކަށް ފެން ބޭނުންކުރުމަށެވެ.",
,އޮޕަރޭޓަރ (ކަނޑުގެ ދަތުރުފަތުރާއި ގުޅޭ),,,''އޮޕަރޭޓަރ'' ކަމަށް ބުނެފައި އެވަނީ، އެ އުޅަނދުގެ ދަތުރުތައް ހަމަޖައްސައި އެ އުޅަނދުތަކުން ކުރާ ދަތުރުތަކުގެ ޒިންމާ ނަގަންޖެހޭ ފަރާތަށެވެ.,
,މުދާ,,,"""މުދާ"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ލިޔެކިޔުމާއި، ތަކެއްޗާއި، މާއްދީ މުދަލާއި، މާއްދީ ނޫން މުދާ ހިމެނޭގޮތުން އަގެއް ހުރި ކޮންމެ އެއްޗަކަށެވެ.",
,މައްސަލައާ ގުޅުންހުރި ފަރާތް,,,"""މައްސަލައާ ގުޅުންހުރި ފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، މައްސަލަ ހުށަހެޅި ފަރާތް ނުވަތަ މައްސަލައިގެ ތުހުމަތު ކުރެވިފައިވާ ފަރާތަށެވެ.",
,މަސްލަހަތު ހިމާޔަތްކޮށްދެވޭނެ ފަރާތް,,,"""މަސްލަހަތު ހިމާޔަތްކޮށްދެވޭނެ ފަރާތް"" ކަމުގައި ބުނެފައި އެވަނީ، އެ ތަނެއްގެ ވެރިފަރާތް ނުވަތަ އެ ތަނެއްގައި ދިރިއުޅޭ ފަރާތް ނުވަތަ އެ ވަގުތަކު އެ ތަނަކާ ހަވާލުވެގެން ހުރި ފަރާތް ހިމެނޭ ގޮތުންނެވެ.",
,އިނގިލީގެ ނިށާން,,,"""އިނގިލީގެ ނިށާން"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، އަތްތިލައިގެ ނުވަތަ ފައިތިލައިގެ ހުދުހަމަށްވާ ބަޔާއި، އަތާއި ފައިގެ އިނގިލިތަކާއި، އިނގިލިތަކަށްނުވާ އަތްތިލައިގެނުވަތަ ފައިތިލައިގެ ހުދުހަމުގެ ބަޔާއި، އަތްތިލައިގެ ނުވަތަ ފައިތިލައިގެ ހަމުގެ ޕެޓަރނާއި، ފްރިކްށަން ރިޖާއި، މާއްދީ ސިފަތަކާއި ނިށާންތައް ހިމެނޭ ގޮތުންނެވެ.",
,ސާމްޕަލް,,,"""ސާމްޕަލް"" ކަމަށް ބުނެފައި އެވަނީ، ހަށިގަނޑުގެ ބޭރުން ނަގާ ސާމްޕަލާއި، ހަށިގަނޑުގެ ތެރެއިން ނަގާ ސާމްޕަލާއި، އިނގިލީގެ ނިށާނާއި، އަތުލިޔުމުގެ ސާމްޕަލް ފިޔަވައި، އިލެކްޓްރޯނިކް ޑިވައިސްތައް ހިމެނޭގޮތުން، ކޮމިށަނުގެ ބެލުމުގެ ދަށަށް ގެނެވޭ ތަކެއްޗާއި އެއްކުރެވޭ މައުލޫމާތު ތަހުލީލުކޮށްގެން ނަގާ ސާމްޕަލާއި، ޑާޓާއާއި، އެފަދަ އެހެނިހެން މައުލޫމާތަށެވެ.",
,މަސް ޕްރޮސެސްކުރާ ތަންތަން,,,"""މަސް ޕްރޮސެސްކުރާ ތަންތަން"" ނުވަތަ ""މަހާއި މަހުގެ އުފެއްދުންތައް އުފައްދާ ތަންތަން"" ކަމަށް ބުނެފައި އެވަނީ، ބިންބިމާއި، އިމާރާތްތަކާއި، އެފަދަ އެހެން ތަންތަނަށެވެ. އަދި އެ ތަނެއްގައި، ތިރީގައި ބަޔާންކޮށްފައި މިވާ ކަންކަން ކުރާ ތަންތަނަށެވެ.މަސް ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް، ސާފުކޮށް، ނުވަތަ ބަންދުކޮށް، ނުވަތަ ފިނިކޮށް، ނުވަތަ ގަނޑުކޮށް، ނުވަތަ ލޮނުއަޅައި، ނުވަތަ ހިއްކައި، ނުވަތަ އެނޫން އެހެން ގޮތަކަށްދިވެހިރާއްޖެއާއި ދިވެހިރާއްޖެއިން ބޭރުގައި ވިއްކުމަށް ތައްޔާރުކުރާ ތަންތަން؛ ނުވަތަބަންދުކޮށް / ޕެކެޓުކޮށް، ނުވަތަ ދަޅުގައި ބަންދުކޮށް، ނުވަތަ ހިއްކައި، ނުވަތަ ސާފުކޮށް، ނުވަތަ ލޮނުއަޅައި، ނުވަތަ ފިނިކޮށް، ނުވަތަ ގަނޑުކޮށް ނުވަތަ އެނޫން އެހެން ގޮތަކަށް ދިވެހިރާއްޖެއާއި ދިވެހިރާއްޖެއިން ބޭރުގައި ވިއްކުމުގެ ބޭނުމަށްޓަކައި، މަސް ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް ރައްކައުކޮށްފައި ބަހައްޓާ ތަންތަން.",
,މަހުގެ އުފެއްދުންތައް,,,"""މަހުގެ އުފެއްދުންތައް"" ކަމަށް ބުނެފައި އެވަނީ، ފިނިކޮށްފައިވާ، ނު ވަތަ ފިނިކޮށް ގަނޑުކޮށްފައިވާ، ނުވަތަ ދަޅުގައި ބަންދުކޮށްފައިވާ، ނުވަތަ ހިއްކައިފައިވާ، ނުވަތަ ލޮނު އަޅައިފައިވާ، ނުވަތަ އެނޫން އެހެން ގޮތަކަށް އުފައްދައިފައިވާ މަހުގެ ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުމަށެވެ.",
,މަސްވެރިކަމުގެ މަށްރޫއުތައް,,,"""މަސްވެރިކަމުގެ މަށްރޫއުތައް"" ކަމުގައި ބުނެފައި އެވަނީ، މަސްވެރިކަމުގެ މަށްރޫއުތައް ގާއިމް ކުރުމަށް ހުއްދަ ދިނުމުގެ ގަވާއިދު (ގަވާއިދު ނަންބަރު 91/2020) ގެ ޖަދުވަލު 1 ގައި ބަޔާންކޮށްފައިވާ ދާއިރާތަކުގެ ތެރޭގައި ހިމެނޭ އެންމެހައި ގިންތިތަކުގެ މަށްރޫއުތަކަށެވެ.",
,ކަނޑު,,,"""ކަނޑު"" ކަމަށް ބުނެފައި އެވަނީ، ފަރާއި، ފަޅާއި، ގިރިއާއި، ހަލާއި، ތިލަޔާއި، ކަނޑުއޮޅިއާއި، އަތޮޅު ބޭރުގައިވާ ލޮނުފެނުގެ މާހައުލަށެވެ.",
